Sample Number,Variety,endo,Source notes,year,location,Extra Notes
14A0517,We06410,su1se1,not found in compliation or diversity panel,2014,New York,
31077,We06410,su1se1,not found in compliation or diversity panel,2014,Wisconsin,
15A0341,We06410,su1se1,not found in compliation or diversity panel,2015,New York,
15A0777,We06410,su1se1,not found in compliation or diversity panel,2015,New York,
2431,We06410,su1se1,not found in compliation or diversity panel,2015,Wisconsin,
3763,We06410,su1se1,not found in compliation or diversity panel,2015,Wisconsin,
3961,We06410,su1se1,not found in compliation or diversity panel,2015,Wisconsin,
14A0035,We08408,su1se1,(97818 x 97803)@@@(Lanc.xCt1401)x(SSS Guelph),2014,New York,
14A0521,We08408,su1se1,(97818 x 97803)@@@(Lanc.xCt1401)x(SSS Guelph),2014,New York,se/su
31456,We08408,su1se1,(97818 x 97803)@@@(Lanc.xCt1401)x(SSS Guelph),2014,Wisconsin,
15A0003,We08408,su1se1,(97818 x 97803)@@@(Lanc.xCt1401)x(SSS Guelph),2015,New York,
15A0591,We08408,su1se1,(97818 x 97803)@@@(Lanc.xCt1401)x(SSS Guelph),2015,New York,
2225,We08408,su1se1,(97818 x 97803)@@@(Lanc.xCt1401)x(SSS Guelph),2015,Wisconsin,
31278,We08408,su1se1,(97818 x 97803)@@@(Lanc.xCt1401)x(SSS Guelph),2014,Wisconsin,Manually Added 2021.09.06
14A0021,We08414a,su1se1,(98080x 98081)@@ (Dent x Wh9261),2014,New York,
14A0500,We08414a,su1se1,(98080x 98081)@@ (Dent x Wh9261),2014,New York,
30502,We08414a,su1se1,(98080x 98081)@@ (Dent x Wh9261),2014,Wisconsin,
31455,We08414a,su1se1,(98080x 98081)@@ (Dent x Wh9261),2014,Wisconsin,
15A0256,We08414a,su1se1,(98080x 98081)@@ (Dent x Wh9261),2015,New York,
15A0718,We08414a,su1se1,(98080x 98081)@@ (Dent x Wh9261),2015,New York,
3141,We08414a,su1se1,(98080x 98081)@@ (Dent x Wh9261),2015,Wisconsin,
14A0073,We08417a,su1se1,(97813 x 97810)@@@ (Lanc.xCt1401),2014,New York,
14A0461,We08417a,su1se1,(97813 x 97810)@@@ (Lanc.xCt1401),2014,New York,
30304,We08417a,su1se1,(97813 x 97810)@@@ (Lanc.xCt1401),2014,Wisconsin,
15A0051,We08417a,su1se1,(97813 x 97810)@@@ (Lanc.xCt1401),2015,New York,
15A0523,We08417a,su1se1,(97813 x 97810)@@@ (Lanc.xCt1401),2015,New York,
2230,We08417a,su1se1,(97813 x 97810)@@@ (Lanc.xCt1401),2015,Wisconsin,
30846,We08417a,su1se1,(97813 x 97810)@@@ (Lanc.xCt1401),2014,Wisconsin,Manually Added 2021.09.06
14A0057,We09402,su1se1,(Bojangles x Ambrosia)@,2014,New York,
14A0478,We09402,su1se1,(Bojangles x Ambrosia)@,2014,New York,
30302,We09402,su1se1,(Bojangles x Ambrosia)@,2014,Wisconsin,
30746,We09402,su1se1,(Bojangles x Ambrosia)@,2014,Wisconsin,Fresh Samples left at room temperature. Might be trash
15A0106,We09402,su1se1,(Bojangles x Ambrosia)@,2015,New York,
15A0566,We09402,su1se1,(Bojangles x Ambrosia)@,2015,New York,
2217,We09402,su1se1,(Bojangles x Ambrosia)@,2015,Wisconsin,
14A0004,We09413,su1se1,(Bojangles x Brocade)@,2014,New York,
14A0512,We09413,su1se1,(Bojangles x Brocade)@,2014,New York,
31054,We09413,su1se1,(Bojangles x Brocade)@,2014,Wisconsin,Fresh Samples left at room temperature. Might be trash
31071,We09413,su1se1,(Bojangles x Brocade)@,2014,Wisconsin,
15A0352,We09413,su1se1,(Bojangles x Brocade)@,2015,New York,
15A0743,We09413,su1se1,(Bojangles x Brocade)@,2015,New York,
14A0058,We09425,su1se1,(GH2041 x Ambrosia)@,2014,New York,
14A0468,We09425,su1se1,(GH2041 x Ambrosia)@,2014,New York,
30305,We09425,su1se1,(GH2041 x Ambrosia)@,2014,Wisconsin,
31051,We09425,su1se1,(GH2041 x Ambrosia)@,2014,Wisconsin,
15A0087,We09425,su1se1,(GH2041 x Ambrosia)@,2015,New York,
15A0513,We09425,su1se1,(GH2041 x Ambrosia)@,2015,New York,
2409,We09425,su1se1,(GH2041 x Ambrosia)@,2015,Wisconsin,
3962,We09425,su1se1,(GH2041 x Ambrosia)@,2015,Wisconsin,
14A0060,We10401,su1se1,(BS16 (S) C2 Syn 2 x Accord)@@,2014,New York,
14A0504,We10401,su1se1,(BS16 (S) C2 Syn 2 x Accord)@@,2014,New York,
30725,We10401,su1se1,(BS16 (S) C2 Syn 2 x Accord)@@,2014,Wisconsin,
15A0315,We10401,su1se1,(BS16 (S) C2 Syn 2 x Accord)@@,2015,New York,
15A0856,We10401,su1se1,(BS16 (S) C2 Syn 2 x Accord)@@,2015,New York,
2816,We10401,su1se1,(BS16 (S) C2 Syn 2 x Accord)@@,2015,Wisconsin,
30872,We10401,su1se1,(BS16 (S) C2 Syn 2 x Accord)@@,2014,Wisconsin,Manually Added 2021.09.06
1329,We11403,su1se1,not found in compliation or diversity panel,2015,Wisconsin,
1335,We11403,su1se1,not found in compliation or diversity panel,2015,Wisconsin,
1328,We11404,su1se1,not found in compliation or diversity panel,2015,Wisconsin,
1334,We11404,su1se1,not found in compliation or diversity panel,2015,Wisconsin,
14A0239,Wh00033,sh2,not found in compliation or diversity panel,2014,New York,
14A0792,Wh00033,sh2,not found in compliation or diversity panel,2014,New York,
32312,Wh00033,sh2,not found in compliation or diversity panel,2014,Wisconsin,
32356,Wh00033,sh2,not found in compliation or diversity panel,2014,Wisconsin,
15A0068,Wh00033,sh2,not found in compliation or diversity panel,2015,New York,
15A0514,Wh00033,sh2,not found in compliation or diversity panel,2015,New York,
2367,Wh00033,sh2,not found in compliation or diversity panel,2015,Wisconsin,
32477,Wh00050,sh2,not found in compliation or diversity panel,2014,Wisconsin,
15A0152,Wh00050,sh2,not found in compliation or diversity panel,2015,New York,
15A0755,Wh00050,sh2,not found in compliation or diversity panel,2015,New York,
2826,Wh00050,sh2,not found in compliation or diversity panel,2015,Wisconsin,
14A0221,Wh00051,sh2,not found in compliation or diversity panel,2014,New York,
14A0649,Wh00051,sh2,not found in compliation or diversity panel,2014,New York,
31354,Wh00051,sh2,not found in compliation or diversity panel,2014,Wisconsin,
31906,Wh00051,sh2,not found in compliation or diversity panel,2014,Wisconsin,
15A0269,Wh00051,sh2,not found in compliation or diversity panel,2015,New York,
15A0849,Wh00051,sh2,not found in compliation or diversity panel,2015,New York,
3143,Wh00051,sh2,not found in compliation or diversity panel,2015,Wisconsin,
14A0206,Wh00065,sh2,not found in compliation or diversity panel,2014,New York,
14A0627,Wh00065,sh2,not found in compliation or diversity panel,2014,New York,
32242,Wh00065,sh2,not found in compliation or diversity panel,2014,Wisconsin,Fresh Samples left at room temperature. Might be trash
32320,Wh00065,sh2,not found in compliation or diversity panel,2014,Wisconsin,
15A0198,Wh00065,sh2,not found in compliation or diversity panel,2015,New York,
15A0659,Wh00065,sh2,not found in compliation or diversity panel,2015,New York,
2804,Wh00065,sh2,not found in compliation or diversity panel,2015,Wisconsin,
14A0666,Wh01001,sh2,not found in compliation or diversity panel,2014,New York,
31258,Wh01001,sh2,not found in compliation or diversity panel,2014,Wisconsin,
31740,Wh01001,sh2,not found in compliation or diversity panel,2014,Wisconsin,
15A0388,Wh01001,sh2,not found in compliation or diversity panel,2015,New York,
15A0961,Wh01001,sh2,not found in compliation or diversity panel,2015,New York,
3218,Wh01001,sh2,not found in compliation or diversity panel,2015,Wisconsin,
14A0250,Wh03031,sh2,BSS1609 x GH1887,2014,New York,
14A0625,Wh03031,sh2,BSS1609 x GH1887,2014,New York,
31920,Wh03031,sh2,BSS1609 x GH1887,2014,Wisconsin,
32228,Wh03031,sh2,BSS1609 x GH1887,2014,Wisconsin,
32229,Wh03031,sh2,BSS1609 x GH1887,2014,Wisconsin,
15A0110,Wh03031,sh2,BSS1609 x GH1887,2015,New York,
2416,Wh03031,sh2,BSS1609 x GH1887,2015,Wisconsin,
14A0117,Wh04020a,sh2,Marvel x Contender,2014,New York,
14A0678,Wh04020a,sh2,Marvel x Contender,2014,New York,
31040,Wh04020a,sh2,Marvel x Contender,2014,Wisconsin,Fresh Samples left at room temperature. Might be trash
15A0009,Wh04020a,sh2,Marvel x Contender,2015,New York,
15A0544,Wh04020a,sh2,Marvel x Contender,2015,New York,
2570,Wh04020a,sh2,Marvel x Contender,2015,Wisconsin,
14A0668,Wh04036V,sh2,Mexican Dent sh2  (MDMV),2014,New York,
32028,Wh04036V,sh2,Mexican Dent sh2  (MDMV),2014,Wisconsin,
15A0105,Wh04036V,sh2,Mexican Dent sh2  (MDMV),2015,New York,
15A0524,Wh04036V,sh2,Mexican Dent sh2  (MDMV),2015,New York,
31307,Wh04036V,sh2,Mexican Dent sh2  (MDMV),2014,Wisconsin,Manually Added 2021.09.06
31357,Wh05032a,sh2,not found in compliation or diversity panel,2014,Wisconsin,
32265,Wh05032a,sh2,not found in compliation or diversity panel,2014,Wisconsin,
15A0075,Wh05032a,sh2,not found in compliation or diversity panel,2015,New York,
15A0526,Wh05032a,sh2,not found in compliation or diversity panel,2015,New York,
2561,Wh05032a,sh2,not found in compliation or diversity panel,2015,Wisconsin,
14A0157,Wh05051,sh2,Ct1401 x HSII,2014,New York,
14A0537,Wh05051,sh2,Ct1401 x HSII,2014,New York,
31719,Wh05051,sh2,Ct1401 x HSII,2014,Wisconsin,
31828,Wh05051,sh2,Ct1401 x HSII,2014,Wisconsin,
15A0374,Wh05051,sh2,Ct1401 x HSII,2015,New York,
15A0647,Wh05051,sh2,Ct1401 x HSII,2015,New York,
3140,Wh05051,sh2,not found in compliation or diversity panel,2015,Wisconsin,
14A0292,Wh05066a,sh2,HSII x SS Jubilee,2014,New York,
14A0634,Wh05066a,sh2,HSII x SS Jubilee,2014,New York,
15A0348,Wh05066a,sh2,HSII x SS Jubilee,2015,New York,
2428,Wh05066a,sh2,HSII x SS Jubilee,2015,Wisconsin,
31721,Wh05066a,sh2,HSII x SS Jubilee,2014,Wisconsin,Manually Added 2021.09.06
32041,Wh05066a,sh2,HSII x SS Jubilee,2014,Wisconsin,Manually Added 2021.09.06
14A0714,Wh05070a,sh2,,2014,New York,Manually Added 2021.09.06
14A0338,Wh05081a,sh2,not found in compliation or diversity panel,2014,New York,
14A0639,Wh05081a,sh2,not found in compliation or diversity panel,2014,New York,
31351,Wh05081a,sh2,not found in compliation or diversity panel,2014,Wisconsin,
15A0250,Wh05081a,sh2,not found in compliation or diversity panel,2015,New York,
15A0840,Wh05081a,sh2,not found in compliation or diversity panel,2015,New York,
2610,Wh05081a,sh2,not found in compliation or diversity panel,2015,Wisconsin,
30920,Wh05081a,sh2,not found in compliation or diversity panel,2014,Wisconsin,Manually Added 2021.09.06
14A0294,Wh07013,sh2,(96034x035x037x040)@,2014,New York,
14A0552,Wh07013,sh2,(96034x035x037x040)@,2014,New York,
15A0066,Wh07013,sh2,(96034x035x037x040)@,2015,New York,
15A0547,Wh07013,sh2,(96034x035x037x040)@,2015,New York,
2362,Wh07013,sh2,(96034x035x037x040)@,2015,Wisconsin,
31467,Wh07013,sh2,(96034x035x037x040)@,2014,Wisconsin,Manually Added 2021.09.06
31636,Wh07013,sh2,(96034x035x037x040)@,2014,Wisconsin,Manually Added 2021.09.06
14A0166,Wh07020a,sh2,(HSII X Sugar Buns)@@,2014,New York,
14A0600,Wh07020a,sh2,(HSII X Sugar Buns)@@,2014,New York,
32036,Wh07020a,sh2,(HSII X Sugar Buns)@@,2014,Wisconsin,
15A0228,Wh07020a,sh2,(HSII X Sugar Buns)@@,2015,New York,
15A0792,Wh07020a,sh2,(HSII X Sugar Buns)@@,2015,New York,
2739,Wh07020a,sh2,(HSII X Sugar Buns)@@,2015,Wisconsin,
31659,Wh07020a,sh2,(HSII X Sugar Buns)@@,2014,Wisconsin,Manually Added 2021.09.06
14A0758,Wh07051,sh2,(Ct1001 x A632)@@@ {2},2014,New York,
31539,Wh07051,sh2,(Ct1001 x A632)@@@ {2},2014,Wisconsin,
15A0946,Wh07051,sh2,(Ct1001 x A632)@@@ {2},2015,New York,
3423,Wh07051,sh2,(Ct1001 x A632)@@@ {2},2015,Wisconsin,
14A0643,Wh07061a,sh2,(Ct1001 x A641)@@@ {2},2014,New York,
15A0131,Wh07061a,sh2,(Ct1001 x A641)@@@ {2},2015,New York,
3149,Wh07061a,sh2,(Ct1001 x A641)@@@ {2},2015,Wisconsin,
31035,Wh07061a,sh2,(Ct1001 x A641)@@@ {2},2014,Wisconsin,Manually Added 2021.09.06
31675,Wh07061a,sh2,(Ct1001 x A641)@@@ {2},2014,Wisconsin,Manually Added 2021.09.06
14A0226,Wh07165R,sh2,Mexican Dent sh2 ####@8 (NCLB),2014,New York,
14A0748,Wh07165R,sh2,Mexican Dent sh2 ####@8 (NCLB),2014,New York,
31478,Wh07165R,sh2,Mexican Dent sh2 ####@8 (NCLB),2014,Wisconsin,
31745,Wh07165R,sh2,Mexican Dent sh2 ####@8 (NCLB),2014,Wisconsin,
15A0176,Wh07165R,sh2,Mexican Dent sh2 ####@8 (NCLB),2015,New York,
15A0658,Wh07165R,sh2,Mexican Dent sh2 ####@8 (NCLB),2015,New York,
2968,Wh07165R,sh2,Mexican Dent sh2 ####@8 (NCLB),2015,Wisconsin,
14A0184,Wh07166R,sh2,PopBRpG+Rp1-J+Rp1Fx92054)@7 (Rust),2014,New York,
14A0754,Wh07166R,sh2,PopBRpG+Rp1-J+Rp1Fx92054)@7 (Rust),2014,New York,
30943,Wh07166R,sh2,PopBRpG+Rp1-J+Rp1Fx92054)@7 (Rust),2014,Wisconsin,
15A0234,Wh07166R,sh2,PopBRpG+Rp1-J+Rp1Fx92054)@7 (Rust),2015,New York,
15A0625,Wh07166R,sh2,PopBRpG+Rp1-J+Rp1Fx92054)@7 (Rust),2015,New York,
2770,Wh07166R,sh2,PopBRpG+Rp1-J+Rp1Fx92054)@7 (Rust),2015,Wisconsin,
31908,Wh07166R,sh2,PopBRpG+Rp1-J+Rp1Fx92054)@7 (Rust),2014,Wisconsin,Manually Added 2021.09.06
14A0271,Wh08022,sh2,(Sugar Buns x SSJ)@,2014,New York,
14A0703,Wh08022,sh2,(Sugar Buns x SSJ)@,2014,New York,
31833,Wh08022,sh2,(Sugar Buns x SSJ)@,2014,Wisconsin,
32463,Wh08022,sh2,(Sugar Buns x SSJ)@,2014,Wisconsin,
15A0045,Wh08022,sh2,(Sugar Buns x SSJ)@,2015,New York,
15A0491,Wh08022,sh2,(Sugar Buns x SSJ)@,2015,New York,
2209,Wh08022,sh2,(Sugar Buns x SSJ)@,2015,Wisconsin,
2537,Wh08022,sh2,(Sugar Buns x SSJ)@,2015,Wisconsin,
14A0330,Wh08042,sh2,(SS Jubilee(CML-246 x BSS5362)@,2014,New York,
14A0576,Wh08042,sh2,(SS Jubilee(CML-246 x BSS5362)@,2014,New York,
31842,Wh08042,sh2,(SS Jubilee(CML-246 x BSS5362)@,2014,Wisconsin,
32310,Wh08042,sh2,(SS Jubilee(CML-246 x BSS5362)@,2014,Wisconsin,
15A0191,Wh08042,sh2,(SS Jubilee(CML-246 x BSS5362)@,2015,New York,
15A0623,Wh08042,sh2,(SS Jubilee(CML-246 x BSS5362)@,2015,New York,
2750,Wh08042,sh2,(SS Jubilee(CML-246 x BSS5362)@,2015,Wisconsin,
14A0346,Wh08091,sh2,(GSS 9299(CML**64 x Shogun)@,2014,New York,
14A0583,Wh08091,sh2,(GSS 9299(CML**64 x Shogun)@,2014,New York,
32424,Wh08091,sh2,(GSS 9299(CML**64 x Shogun)@,2014,Wisconsin,
14A0313,Wh08092,sh2,(Ambrosia(CML-356 x WSS3681)@,2014,New York,
14A0584,Wh08092,sh2,(Ambrosia(CML-356 x WSS3681)@,2014,New York,
31936,Wh08092,sh2,(Ambrosia(CML-356 x WSS3681)@,2014,Wisconsin,
31140,Wh08115b,sh2,not found in compliation or diversity panel,2014,Wisconsin,Fresh Samples left at room temperature. Might be trash
31502,Wh08115b,sh2,not found in compliation or diversity panel,2014,Wisconsin,
2550,Wh08115b,sh2,not found in compliation or diversity panel,2015,Wisconsin,
14A0235,Wh09009,sh2,GSS 9299 x Ambrosia)@,2014,New York,
14A0614,Wh09009,sh2,GSS 9299 x Ambrosia)@,2014,New York,
32043,Wh09009,sh2,GSS 9299 x Ambrosia)@,2014,Wisconsin,
15A0107,Wh09009,sh2,GSS 9299 x Ambrosia)@,2015,New York,
15A0512,Wh09009,sh2,GSS 9299 x Ambrosia)@,2015,New York,
2354,Wh09009,sh2,GSS 9299 x Ambrosia)@,2015,Wisconsin,
31868,Wh09009,sh2,GSS 9299 x Ambrosia)@,2014,Wisconsin,Manually Added 2021.09.06
14A0096,Wh09033,sh2,(Marvel x Ambrosia)@,2014,New York,
14A0768,Wh09033,sh2,(Marvel x Ambrosia)@,2014,New York,
31956,Wh09033,sh2,(Marvel x Ambrosia)@,2014,Wisconsin,Fresh Samples left at room temperature. Might be trash
32079,Wh09033,sh2,(Marvel x Ambrosia)@,2014,Wisconsin,
15A0316,Wh09033,sh2,(Marvel x Ambrosia)@,2015,New York,
15A0649,Wh09033,sh2,(Marvel x Ambrosia)@,2015,New York,
3363,Wh09033,sh2,(Marvel x Ambrosia)@,2015,Wisconsin,
14A0321,Wh09061,sh2,(SS Jubilee x Ambrosia)@,2014,New York,
14A0611,Wh09061,sh2,(SS Jubilee x Ambrosia)@,2014,New York,
31242,Wh09061,sh2,(SS Jubilee x Ambrosia)@,2014,Wisconsin,
31876,Wh09061,sh2,(SS Jubilee x Ambrosia)@,2014,Wisconsin,
15A0293,Wh09061,sh2,(SS Jubilee x Ambrosia)@,2015,New York,
15A0761,Wh09061,sh2,(SS Jubilee x Ambrosia)@,2015,New York,
3040,Wh09061,sh2,(SS Jubilee x Ambrosia)@,2015,Wisconsin,
14A0284,Wh09068,sh2,(WSS 3681(CML**27 x WSS3681)@,2014,New York,
14A0715,Wh09068,sh2,(WSS 3681(CML**27 x WSS3681)@,2014,New York,
30945,Wh09068,sh2,(WSS 3681(CML**27 x WSS3681)@,2014,Wisconsin,
15A0364,Wh09068,sh2,(WSS 3681(CML**27 x WSS3681)@,2015,New York,
15A0855,Wh09068,sh2,(WSS 3681(CML**27 x WSS3681)@,2015,New York,
2602,Wh09068,sh2,(WSS 3681(CML**27 x WSS3681)@,2015,Wisconsin,
31863,Wh09068,sh2,(WSS 3681(CML**27 x WSS3681)@,2014,Wisconsin,Manually Added 2021.09.06
14A0162,Wh09075,sh2,SS Jubilee Plus x Ambrosia (sh2xse)@,2014,New York,
14A0689,Wh09075,sh2,SS Jubilee Plus x Ambrosia (sh2xse)@,2014,New York,
32122,Wh09075,sh2,SS Jubilee Plus x Ambrosia (sh2xse)@,2014,Wisconsin,
15A0681,Wh09075,sh2,SS Jubilee Plus x Ambrosia (sh2xse)@,2015,New York,
32027,Wh09083,sh2,(WSS 3681 x Ambrosia)@,2014,Wisconsin,
15A0337,Wh09083,sh2,(WSS 3681 x Ambrosia)@,2015,New York,
15A0789,Wh09083,sh2,(WSS 3681 x Ambrosia)@,2015,New York,
2635,Wh09083,sh2,(WSS 3681 x Ambrosia)@,2015,Wisconsin,
31313,Wh09083,sh2,(WSS 3681 x Ambrosia)@,2014,Wisconsin,Manually Added 2021.09.06
32244,Wh09087,sh2,not found in compliation or diversity panel,2014,Wisconsin,
15A0600,Wh09087,sh2,not found in compliation or diversity panel,2015,New York,
2617,Wh09087,sh2,not found in compliation or diversity panel,2015,Wisconsin,
32144,Wh09117R,sh2,(CML-246 x Tahoe)(CML-246 x BSS5362)@5,2014,Wisconsin,
15A0271,Wh09117R,sh2,(CML-246 x Tahoe)(CML-246 x BSS5362)@5,2015,New York,
15A0811,Wh09117R,sh2,(CML-246 x Tahoe)(CML-246 x BSS5362)@5,2015,New York,
3004,Wh09117R,sh2,(CML-246 x Tahoe)(CML-246 x BSS5362)@5,2015,Wisconsin,
31513,Wh09117R,sh2,(CML-246 x Tahoe)(CML-246 x BSS5362)@5,2014,Wisconsin,Manually Added 2021.09.06
14A0175,Wh09126R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x SSJ) {@8},2014,New York,
14A0757,Wh09126R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x SSJ) {@8},2014,New York,
31356,Wh09126R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x SSJ) {@8},2014,Wisconsin,Fresh Samples left at room temperature. Might be trash
32073,Wh09126R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x SSJ) {@8},2014,Wisconsin,
15A0036,Wh09126R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x SSJ) {@8},2015,New York,
15A0593,Wh09126R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x SSJ) {@8},2015,New York,
2569,Wh09126R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x SSJ) {@8},2015,Wisconsin,
14A0200,Wh09137R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x Wh9261) {@8},2014,New York,
14A0680,Wh09137R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x Wh9261) {@8},2014,New York,
32442,Wh09137R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x Wh9261) {@8},2014,Wisconsin,
15A0308,Wh09137R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x Wh9261) {@8},2015,New York,
15A0668,Wh09137R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x Wh9261) {@8},2015,New York,
2934,Wh09137R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x Wh9261) {@8},2015,Wisconsin,
30914,Wh09137R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x Wh9261) {@8},2014,Wisconsin,Manually Added 2021.09.06
31426,Wh09141R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x 92040) {@8},2014,Wisconsin,
31913,Wh09141R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x 92040) {@8},2014,Wisconsin,
15A0301,Wh09141R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x 92040) {@8},2015,New York,
2835,Wh09141R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x 92040) {@8},2015,Wisconsin,
14A0760,Wh10006R,sh2,Mexican Dent sh2 ####@5 rc @4 (Rust),2014,New York,
31536,Wh10006R,sh2,Mexican Dent sh2 ####@5 rc @4 (Rust),2014,Wisconsin,
15A0393,Wh10006R,sh2,Mexican Dent sh2 ####@5 rc @4 (Rust),2015,New York,
15A0948,Wh10006R,sh2,Mexican Dent sh2 ####@5 rc @4 (Rust),2015,New York,
3421,Wh10006R,sh2,Mexican Dent sh2 ####@5 rc @4 (Rust),2015,Wisconsin,
31641,Wh10034R,sh2,(99051xPopD Rp1-F+Rp1-J+Rp1C@@) {3},2014,Wisconsin,
32322,Wh10034R,sh2,(99051xPopD Rp1-F+Rp1-J+Rp1C@@) {3},2014,Wisconsin,
15A0147,Wh10034R,sh2,(99051xPopD Rp1-F+Rp1-J+Rp1C@@) {3},2015,New York,
15A0686,Wh10034R,sh2,(99051xPopD Rp1-F+Rp1-J+Rp1C@@) {3},2015,New York,
2744,Wh10034R,sh2,(99051xPopD Rp1-F+Rp1-J+Rp1C@@) {3},2015,Wisconsin,
14A0198,Wh10035R,sh2,Wh9261 x Rp1I {2},2014,New York,
14A0740,Wh10035R,sh2,Wh9261 x Rp1I {2},2014,New York,
15A0067,Wh10035R,sh2,Wh9261 x Rp1I {2},2015,New York,
15A0499,Wh10035R,sh2,Wh9261 x Rp1I {2},2015,New York,
2352,Wh10035R,sh2,Wh9261 x Rp1I {2},2015,Wisconsin,
31338,Wh10035R,sh2,Wh9261 x Rp1I {2},2014,Wisconsin,Manually Added 2021.09.06
31662,Wh10035R,sh2,Wh9261 x Rp1I {2},2014,Wisconsin,Manually Added 2021.09.06
31432,Wh10046R,sh2,Rp1G5 x 98032 {2},2014,Wisconsin,
32271,Wh10046R,sh2,Rp1G5 x 98032 {2},2014,Wisconsin,
15A0392,Wh10046R,sh2,Rp1G5 x 98032 {2},2015,New York,
14A0269,Wh10049R,sh2,98003 x Rp1GDJ {2},2014,New York,
14A0633,Wh10049R,sh2,98003 x Rp1GDJ {2},2014,New York,
31953,Wh10049R,sh2,98003 x Rp1GDJ {2},2014,Wisconsin,
15A0171,Wh10049R,sh2,98003 x Rp1GDJ {2},2015,New York,
15A0621,Wh10049R,sh2,98003 x Rp1GDJ {2},2015,New York,
2932,Wh10049R,sh2,98003 x Rp1GDJ {2},2015,Wisconsin,
31878,Wh10049R,sh2,98003 x Rp1GDJ {2},2014,Wisconsin,Manually Added 2021.09.06
14A0325,Wh10080,sh2,(BS27 x K2-501)@@,2014,New York,
14A0621,Wh10080,sh2,(BS27 x K2-501)@@,2014,New York,
31877,Wh10080,sh2,(BS27 x K2-501)@@,2014,Wisconsin,
31947,Wh10080,sh2,(BS27 x K2-501)@@,2014,Wisconsin,Fresh Samples left at room temperature. Might be trash
3146,Wh10080,sh2,(BS27 x K2-501)@@,2015,Wisconsin,
14A0295,Wh10110R,sh2,"((Rp1e x HSII)SSJ#)(SSJ,Zen,HSII,GSS3710,CHAL)) {@12}",2014,New York,
14A0747,Wh10110R,sh2,"((Rp1e x HSII)SSJ#)(SSJ,Zen,HSII,GSS3710,CHAL)) {@12}",2014,New York,
32346,Wh10110R,sh2,"((Rp1e x HSII)SSJ#)(SSJ,Zen,HSII,GSS3710,CHAL)) {@12}",2014,Wisconsin,
32474,Wh10110R,sh2,"((Rp1e x HSII)SSJ#)(SSJ,Zen,HSII,GSS3710,CHAL)) {@12}",2014,Wisconsin,
2435,Wh10110R,sh2,"((Rp1e x HSII)SSJ#)(SSJ,Zen,HSII,GSS3710,CHAL)) {@12}",2015,Wisconsin,
14A0308,Wh10113R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x Shaker) {@9},2014,New York,
14A0729,Wh10113R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x Shaker) {@9},2014,New York,
32039,Wh10113R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x Shaker) {@9},2014,Wisconsin,
32269,Wh10113R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x Shaker) {@9},2014,Wisconsin,
15A0438,Wh10113R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x Shaker) {@9},2015,New York,
15A0910,Wh10113R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x Shaker) {@9},2015,New York,
3214,Wh10113R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x Shaker) {@9},2015,Wisconsin,
14A0277,Wh10140R,sh2,(Wh93017xPopARp1-J+Rp1@@) {6},2014,New York,
14A0620,Wh10140R,sh2,(Wh93017xPopARp1-J+Rp1@@) {6},2014,New York,
31937,Wh10140R,sh2,(Wh93017xPopARp1-J+Rp1@@) {6},2014,Wisconsin,
15A0100,Wh10140R,sh2,(Wh93017xPopARp1-J+Rp1@@) {6},2015,New York,
15A0492,Wh10140R,sh2,(Wh93017xPopARp1-J+Rp1@@) {6},2015,New York,
31472,Wh10140R,sh2,(Wh93017xPopARp1-J+Rp1@@) {6},2014,Wisconsin,Manually Added 2021.09.06
14A0540,Wh10163,sh2,Caribbean sh2 @# {@6},2014,New York,
31942,Wh10163,sh2,Caribbean sh2 @# {@6},2014,Wisconsin,
32059,Wh10163,sh2,Caribbean sh2 @# {@6},2014,Wisconsin,
14A0118,Wh10173V,sh2,"(04032,3V x Ct1013)@@@@@@",2014,New York,
14A0632,Wh10173V,sh2,"(04032,3V x Ct1013)@@@@@@",2014,New York,
32145,Wh10173V,sh2,"(04032,3V x Ct1013)@@@@@@",2014,Wisconsin,
